,acousticness,danceability,energy,instrumentalness,key,loudness,speechiness,tempo,valence
2F5r18ZlLUBqnt0jjhhETm,0.0985,0.419,0.945,0.0121,4,-5.406,0.119,181.175,0.695
1xShPgQbOUa98avWJQFDBY,0.0112,0.637,0.682,0.0234,11,-11.625,0.0366,129.983,0.714
0fsz7tJ7UKXT9hliLfO7aE,0.0095,0.456,0.752,0.00145,11,-8.121,0.09,183.569,0.897
2SwLswBtbxloI4uMcfkfLf,2.39e-05,0.104,0.794,1.46e-05,9,-4.353,0.0426,83.972,0.179
2L8kaqJ2YHbKlcX1e1rKnf,0.0196,0.477,0.965,0.000126,0,-5.735,0.0361,116.251,0.642
02lTDOxHeXTHsdwXoz6lpC,0.083,0.269,0.895,0.00266,9,-6.382,0.118,168.479,0.16
6Va1qwqV4lEvbOyPqodbth,0.0233,0.348,0.686,0.00256,8,-12.748,0.0319,178.466,0.635
2nTsKOXIVGDf2iPeVQO2Gm,0.0377,0.252,0.849,0.00592,5,-6.501,0.0581,163.704,0.194
0h4fRpHrxBeR3XWHmcolaU,0.00336,0.588,0.804,0.00172,11,-4.006,0.0333,120.015,0.736
6ibhgnbyJej15Wti5LWmay,7.25e-06,0.461,0.868,0.164,1,-8.007,0.0565,139.975,0.441
6gpai6xL08vD5mQ4fXTwxL,0.0576,0.303,0.768,9.09e-06,0,-6.672,0.0334,148.732,0.283
2M3IfFJOw9OjEwecpP98As,8.98e-05,0.496,0.464,0.781,3,-12.791,0.0265,145.564,0.0972
1zBFEYEwHKCahttaE2mhg7,0.000165,0.44,0.935,1.77e-06,6,-6.304,0.0692,175.253,0.578
3t365tTYiwszqaXZb2LajN,5.91e-05,0.499,0.752,0.0129,2,-9.549,0.0297,94.614,0.612
3zOvCNuRh0hX0Bua4eWJbs,0.0104,0.437,0.676,0.00456,7,-5.607,0.0253,86.832,0.444
7fQvQxRK8ik9ZQuNHz7jDO,0.000575,0.482,0.808,0.0036,0,-7.034,0.0465,134.237,0.392
2JuasWPUodaUxf5nwNpciQ,0.37,0.384,0.562,0.267,3,-10.059,0.0296,136.094,0.159
4EiLHuUSKTlaGmdR17J2tc,3.37e-05,0.192,0.908,0.000162,7,-9.127,0.072,201.254,0.481
7F0dwqgKzlaIRrngChBRAc,0.0116,0.433,0.752,0.000667,9,-8.365,0.113,122.901,0.362
0KEhlgtlk0HuqBIqfGCGdF,0.00035,0.326,0.894,0.0,9,-9.558,0.0443,165.193,0.664
3TW48DvQ7ChwY1Yy1tkMaP,0.0132,0.613,0.72,0.0,0,-7.957,0.0425,117.341,0.561
4pFnV6aV1bnEDqPDGBlrNp,0.697,0.485,0.193,0.0262,11,-16.985,0.0322,79.926,0.079
6AioOohg4bQZFA4jIYQQ2r,0.00155,0.375,0.682,0.6,0,-6.901,0.0364,159.231,0.391
2nWjhmRImt6LScZIPQMBnM,1.52e-06,0.397,0.969,0.517,9,-3.892,0.0463,134.288,0.702
49t1GWE6ZiEoBgN92oMDdM,0.161,0.416,0.53,1.34e-06,7,-8.182,0.0255,102.029,0.379
3NLUIBHlfnMVk81BgxFr42,0.00264,0.34,0.805,0.0764,0,-8.323,0.049,131.404,0.836
2wO8aOvN1ogLy1N8XT1WJE,0.00141,0.261,0.964,2.87e-05,9,-6.654,0.0638,162.902,0.326
1SY2vughwKmVPm1Lmf5Nl7,0.0031,0.613,0.828,0.00375,8,-9.161,0.0401,136.223,0.693
6SJ1hWFVBIiUgGgHKvwXCQ,0.064,0.557,0.87,1.51e-05,1,-6.332,0.125,104.708,0.947
51Gkc1TxvyQ9K8y0pQRmQM,0.0146,0.683,0.9,0.0706,7,-7.506,0.105,103.625,0.616
0Jv0PJz6LZdCygPsFnML3a,0.0127,0.393,0.765,0.0272,6,-7.739,0.0649,169.288,0.349
22goEULcezLAiENbgpJw7k,0.0271,0.48,0.891,3.24e-06,2,-5.001,0.0332,123.961,0.662
13ZS2V2RsGWguOYYvIqDN5,2.94e-05,0.572,0.859,0.253,1,-6.785,0.0352,110.034,0.106
4nwgKaHg9TJahiSSmt3X1x,0.0447,0.668,0.727,0.0104,2,-5.679,0.0414,96.006,0.287
2zYzyRzz6pRmhPzyfMEC8s,0.0591,0.573,0.913,0.00173,6,-4.793,0.132,115.715,0.422
4090PyjhaukeGh0c93jh1Y,0.0552,0.749,0.74,0.000569,7,-4.965,0.0334,124.463,0.962
2LawezPeJhN4AWuSB0GtAU,0.0664,0.741,0.697,2.28e-05,0,-7.028,0.0277,116.109,0.774
5nbNdS5SKdpiDZjCBh8W7b,0.176,0.728,0.878,0.856,11,-6.926,0.0564,126.59,0.911
1CnN9udhDokm7lARZjMji2,0.391,0.535,0.651,0.0,10,-6.326,0.0544,117.218,0.612
2iAq1y8jEVOQM6OA8L0XtO,0.242,0.319,0.712,0.000414,8,-9.742,0.0535,78.114,0.773
1XDgeeNIbwXobo7EkcLa2u,0.0637,0.533,0.822,0.00795,2,-5.419,0.0474,91.353,0.463
1QEEqeFIZktqIpPI4jSVSF,0.000894,0.377,0.682,0.00217,7,-8.039,0.0299,108.736,0.288
7bIQeY33PkduZRmR3h9BIY,0.459,0.468,0.839,0.461,9,-7.39,0.0365,151.842,0.935
6vxHp3CDNo0afgKGp2yi1E,0.237,0.626,0.816,1.8e-06,9,-10.593,0.13,105.33,0.798
27B4O1XEW5RvlJ5mMADAtz,0.261,0.468,0.684,0.000254,5,-10.014,0.0632,141.771,0.55
4lJ6YVXQ0jUk5ILu0PSrA4,0.579,0.601,0.574,1.14e-05,2,-8.166,0.03,147.964,0.8
5XPv30nzEZOFS10mKGbtQ7,0.0606,0.589,0.85,0.779,2,-6.143,0.0343,130.318,0.813
0rQTR31vzgqVQQVI0ujsSx,0.000575,0.465,0.731,0.0187,2,-5.822,0.0366,118.919,0.795
7ntdCok2CiwTmyiAh96N10,0.514,0.716,0.814,1.19e-05,7,-4.259,0.0395,120.73,0.917
3n7epKfLpd2wQFuXdj6Tv6,0.00557,0.532,0.964,0.000331,9,-5.235,0.0515,150.392,0.733
5gLzO8MHiZS9vGR9kQbxEK,0.0578,0.672,0.706,7.43e-05,9,-5.551,0.0779,124.782,0.658
4oup3KfsjiTNmx5LiJSZQf,0.13,0.52,0.749,0.0,2,-9.937,0.0369,135.26,0.743
7GqIDx2QVGOpd4r1fZaUUW,0.309,0.604,0.905,0.0632,4,-7.059,0.0578,147.448,0.723
2RlgNHKcydI9sayD2Df2xp,0.652,0.388,0.338,3.72e-06,10,-10.054,0.0328,177.784,0.477
0qdQUeKVyevrbKhAo0ibxS,0.0794,0.538,0.704,0.0,1,-8.904,0.0332,120.963,0.583
1CnTAkLCWL8Uvsr1BDiX8F,0.0384,0.606,0.584,0.00592,2,-8.042,0.0319,128.542,0.563
7cdnq45E9aP2XDStHg5vd7,0.0635,0.492,0.835,2.09e-05,11,-8.072,0.0769,136.814,0.488
5IMtdHjJ1OtkxbGe4zfUxQ,0.501,0.834,0.496,3.07e-06,0,-13.653,0.0597,138.791,0.944
7hQJA50XrCWABAu5v6QZ4i,0.0488,0.559,0.855,0.000681,5,-5.077,0.186,156.311,0.605
6VltRkmJbCTqgKrTHk4Ulw,0.856,0.502,0.4,0.000375,7,-13.697,0.0294,127.182,0.435
4Y7fEQ4PAzhlLnLviRw2P4,0.000736,0.491,0.883,3.19e-05,4,-4.986,0.0306,131.75,0.518
40riOy7x9W7GXjyGp4pjAv,0.00574,0.579,0.508,0.000494,2,-9.484,0.027,147.125,0.609
6Zyz8lsnMFpIrCTuvGurCB,0.378,0.649,0.425,0.0013,4,-9.811,0.0267,107.383,0.651
1ksayCHVLH4eKFm43GFokU,0.445,0.48,0.781,4.1e-05,7,-5.687,0.0305,142.873,0.495
6BD1X1PeV5UzYUdiVaD2yL,0.412,0.701,0.738,0.0,2,-7.6,0.0352,130.159,0.616
0qqRwBkq7oWv6QnIRLfQKe,0.0435,0.318,0.663,0.00391,0,-8.531,0.0328,104.804,0.365
6UpxgpAPvAXRdxQMI0PpMn,0.696,0.489,0.398,0.0197,2,-12.724,0.0332,124.326,0.681
3gdewACMIVMEWVbyb8O9sY,0.386,0.602,0.522,1.44e-05,10,-9.031,0.0285,136.637,0.36
0NIRG3SEn2Zf88o3qHJil5,0.0368,0.707,0.906,0.000968,7,-5.771,0.0309,112.837,0.97
4mCMJZQ7jc0xnsBkbj4QJg,0.103,0.633,0.589,0.654,0,-11.285,0.0288,114.136,0.889
6S0TkUP6XuZOL7kRZwynG5,0.051,0.535,0.712,0.00307,9,-12.314,0.0375,92.903,0.883
7GkM8M2EC8OJblOxQxAR7t,0.144,0.624,0.572,0.0978,0,-9.978,0.039,132.549,0.606
6wEFAhLjqpt1xWfkZSieRd,0.313,0.312,0.434,0.0016,2,-11.166,0.0626,142.107,0.327
31DvHUCSioX0JD7B4kZMJ9,0.0575,0.662,0.644,0.000481,2,-9.367,0.0394,134.213,0.643
3Ud6fFep5ZlXzRWw6Sm8no,0.396,0.462,0.913,8.17e-05,4,-8.492,0.102,172.406,0.796
4gVTozEmzwAUXpwj3jEetX,0.0283,0.298,0.895,0.00574,9,-7.647,0.0547,173.737,0.544
7tFiyTwD0nx5a1eklYtX2J,0.254,0.397,0.396,0.0,3,-9.91,0.05,142.913,0.227
77NNZQSqzLNqh2A9JhLRkg,0.25,0.491,0.802,0.0,4,-7.106,0.0392,119.25,0.472
4o6BgsqLIBViaGVbx5rbRk,0.234,0.751,0.501,0.112,5,-12.151,0.0552,167.058,0.902
4X1LS2LEYxKdlvHq5oZesi,0.145,0.58,0.634,0.000984,7,-11.058,0.0252,97.919,0.935
2BcvvHttiZRvguFM4hR398,0.475,0.684,0.481,6.57e-05,2,-12.59,0.0384,115.078,0.784
5u5qlnyVaewWugJIjzilIc,0.000545,0.197,0.798,0.414,2,-7.334,0.0656,175.068,0.525
02DurCgOvDdX0uKEjqcl3W,0.299,0.653,0.631,0.00265,9,-11.334,0.0461,156.32,0.516
2AxCeJ6PSsBYiTckM0HLY7,0.48,0.214,0.91,0.00839,8,-6.662,0.389,175.561,0.447
3yP0cohcr97BUNJcgvmSVg,0.0797,0.5,0.846,0.0,0,-8.098,0.0457,134.937,0.738
0a93gOQyRFfc2tVtup7JVP,0.34,0.419,0.463,7.95e-05,0,-9.561,0.0272,145.486,0.261
2bzgKuK3pVez40qUvo8sYr,0.0778,0.81,0.511,0.000226,0,-6.454,0.0409,113.153,0.858
66FSV5dLK5sNLZ00IfHxfD,0.0543,0.641,0.774,1.05e-05,2,-5.916,0.0278,89.787,0.942
1ju7EsSGvRybSNEsRvc7qY,0.0465,0.43,0.767,0.000112,6,-8.561,0.042,120.353,0.409
07GvNcU1WdyZJq3XxP0kZa,0.0185,0.583,0.947,0.00109,5,-5.12,0.0378,135.448,0.803
4fUU9WKxEgJXyrZJsUA2iP,0.276,0.406,0.713,0.00354,7,-5.49,0.0348,164.444,0.577
3lN8PP6R2IxbLP05QpYXng,0.273,0.439,0.737,0.28,2,-12.054,0.115,145.942,0.533
0x2wtJbtJrox3SDmnMj97x,0.696,0.55,0.767,7.2e-05,9,-7.574,0.0909,133.309,0.815
4OTw5splgMdlYklwHMHxLK,0.411,0.757,0.868,0.00221,9,-9.326,0.062,138.923,0.815
7BY005dacJkbO6EPiOh2wb,0.000385,0.295,0.584,0.218,9,-6.696,0.0345,117.2,0.228
0vFOzaXqZHahrZp6enQwQb,0.0241,0.469,0.537,0.00201,9,-10.421,0.152,124.193,0.783
08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,0.00965,9,-5.678,0.047,188.386,0.763
4igIYHF3B5VBxEafHauVo3,0.0416,0.341,0.674,5.47e-06,2,-7.643,0.0492,88.933,0.452
2SiXAy7TuUkycRVbbWDEpo,0.00287,0.532,0.767,0.000513,7,-5.509,0.0574,127.361,0.755
5qRJD1yaLJ5s0J3JpbgnwA,0.461,0.703,0.58,2.74e-05,9,-8.611,0.0282,119.855,0.896
6cFZ4PLC19taNlpl9pbGMf,0.172,0.492,0.676,0.0,8,-6.861,0.0516,110.232,0.412
0upLyFR8Rr52ZpMp5esQoq,0.0223,0.454,0.946,0.0,1,-5.978,0.13,138.18,0.647
6s0NHplywwr1IjnQpUpWJk,0.00614,0.459,0.727,0.065,0,-11.777,0.0303,149.229,0.954
34jOBavlBgAG0ILZOlXmWm,0.387,0.471,0.494,0.0944,7,-10.407,0.0312,79.255,0.373
3qitymULqEibr7yknRMKU4,0.504,0.249,0.66,0.0026,0,-6.905,0.0342,149.813,0.435
5tmrnhMxx39jnu3kjopMdP,0.22,0.704,0.528,0.35,5,-13.382,0.0358,117.472,0.73
2YJgM8lj4u5YEZRSHSfL60,0.601,0.413,0.693,0.0553,2,-5.936,0.0351,133.137,0.668
1I6l01BaBgBCVkfQCpIlR6,0.389,0.644,0.623,0.0202,11,-13.862,0.059,126.553,0.676
2uisasUp51sEogjSx91Qsy,0.352,0.578,0.251,0.0582,7,-14.495,0.0302,95.463,0.463
0Z97JEXHiXXHpc4blFKQc6,0.569,0.699,0.782,1e-05,4,-5.203,0.0567,164.817,0.97
0LMURKNxUPx7OIInOqSc3N,0.0912,0.733,0.603,5.19e-05,5,-10.079,0.028,126.671,0.82
6mHOcVtsHLMuesJkswc0GZ,0.512,0.625,0.758,0.00022,5,-6.213,0.0463,119.719,0.695
5wZxOIHJUTvewtVflWxe9b,0.00431,0.234,0.74,0.116,4,-8.182,0.0372,207.726,0.618
6yR0KSnszONUrTChl58zEP,0.118,0.626,0.637,0.0397,0,-8.767,0.0274,110.244,0.967
5CQ30WqJwcep0pYcV4AMNc,0.58,0.338,0.34,0.0032,9,-12.049,0.0339,82.433,0.197
6yLIqXX9edg1x0HZS7cZEv,0.242,0.279,0.473,0.00164,4,-8.375,0.0309,167.792,0.246
6Ok4D4w117mSi9OP8tmrpg,0.105,0.505,0.376,0.000964,0,-12.038,0.0297,113.967,0.188
6mkBbzyfK0EpywDk17taBg,0.238,0.568,0.837,0.328,2,-7.744,0.059,111.186,0.833
35XlkvHy9WHPI4Tf9eax4t,0.0729,0.415,0.688,0.0495,7,-10.504,0.0636,96.968,0.23
7HQrFPtLEpgTJaEVujH8OO,0.00091,0.317,0.879,0.00142,9,-7.533,0.0406,169.534,0.849
3I7a9joX0lJnK9XzE38GnD,0.0701,0.397,0.723,0.0703,2,-9.197,0.0884,96.894,0.543
6GXlXAfXR7C6u1VjR3VMsm,0.161,0.384,0.95,7.15e-06,2,-7.264,0.149,175.055,0.454
3tcaltthSz9s6awB6koVRo,0.0803,0.457,0.718,2.13e-06,2,-9.994,0.0881,93.395,0.686
5UdShl12E6eHEgS8lQ1bPr,0.123,0.552,0.791,1.42e-05,7,-8.356,0.0303,91.2,0.698
5jRQvcl66ovRTjUwzXziZA,0.661,0.763,0.462,0.0,2,-9.432,0.105,124.491,0.672
4MYb7NWLwXNDB7bYs3HeX8,0.0202,0.493,0.586,0.00106,2,-13.916,0.046,113.618,0.656
2BstRQGodshjGpeDGQiNgo,0.247,0.683,0.551,2.12e-05,2,-10.164,0.0315,124.585,0.962
1nE78lQ7ix7XNrjuzTE4Jz,0.0553,0.656,0.601,0.0667,9,-7.734,0.0389,117.296,0.576
6zGDIDjfDkPyNxrEERO3XG,0.1,0.58,0.885,0.00157,0,-5.154,0.0715,145.405,0.788
7sThTILxGE6yKUn80isREN,0.0722,0.496,0.835,0.237,4,-5.981,0.04,98.183,0.581
2SYZIpQMYKnkIwqYNrGFYF,0.00184,0.49,0.948,0.0403,2,-5.133,0.15,153.517,0.568
6TPMFSJFmyIohTM5El90Po,0.000485,0.239,0.798,0.376,5,-13.952,0.0671,141.228,0.292
2gE95JskwQ1pCACTpGe1Db,0.583,0.858,0.544,0.00109,0,-9.289,0.0751,108.217,0.874
1Y373MqadDRtclJNdnUXVc,4.52e-05,0.415,0.658,0.000735,4,-12.051,0.0696,163.015,0.45
5u6y4u5EgDv0peILf60H5t,0.301,0.736,0.379,0.345,7,-13.208,0.0539,128.399,0.948
5SZ6zX4rOrEQferfFC2MfP,0.0114,0.653,0.73,1.03e-05,5,-10.613,0.043,108.705,0.894
29HbMTL672MugzhklYvStz,0.222,0.474,0.382,0.0195,0,-13.291,0.0252,80.8,0.69
1wXE6zvNWRz8GuMfEUgETz,0.00363,0.69,0.727,0.355,4,-10.256,0.0566,128.589,0.661
5s8IEEjgCTrujK3aUalvfF,0.0109,0.38,0.938,0.0257,7,-6.183,0.0384,96.653,0.604
7Id8Qi0oQMV8J78fdtuZxo,0.122,0.426,0.751,0.00144,4,-10.91,0.0403,153.359,0.889
74POLsjBpqeLGoLNRb3RGF,0.00394,0.351,0.705,0.000122,9,-7.976,0.0316,98.546,0.449
11DrIVIGOiPEQxzAYpZfOa,0.0544,0.279,0.651,0.0592,9,-12.136,0.0472,178.649,0.47
70tDcd7mbayAE8rhdL7A2M,0.000272,0.381,0.817,0.0017,7,-10.454,0.064,120.748,0.645
54flyrjcdnQdco7300avMJ,0.688,0.692,0.488,0.0,11,-7.282,0.104,81.4,0.51
57JVGBtBLCfHw2muk5416J,0.115,0.951,0.53,0.179,5,-6.594,0.178,109.979,0.699
1mSClObliRtgPVT399COQH,0.417,0.655,0.538,0.0,2,-12.711,0.0582,113.521,0.472
0ToY1kYe2SKJG4lRgnnYEh,0.64,0.277,0.613,0.00174,0,-6.765,0.0328,148.997,0.393
5MxNLUsfh7uzROypsoO5qe,0.388,0.307,0.433,9.08e-05,1,-10.057,0.029,160.9,0.224
4VRTc5oeHT6Wtz0WzdArGJ,0.79,0.565,0.313,0.0,5,-13.124,0.0283,141.147,0.358
5QdBAG8cpZhM3kIAQLDRN2,0.0421,0.289,0.238,2.73e-05,0,-12.244,0.0326,81.264,0.187
5j6ZZwA9BnxZi5Bk0Ng4jB,0.000265,0.478,0.774,0.585,7,-6.977,0.0292,112.577,0.429
5ElKBacKgbdSm4geIz2HPo,0.103,0.5,0.801,0.0,9,-4.415,0.0359,83.149,0.594
2oUeXNq3vYqB60LB1D219g,0.129,0.617,0.962,0.00171,0,-5.314,0.0449,131.434,0.968
0HHIbFhmTXsIzz2VUmkH96,0.0831,0.625,0.835,0.0842,9,-6.476,0.0491,118.641,0.876
6SO8RtacUNPKaPSCOygpz3,0.76,0.482,0.298,0.00022,0,-13.384,0.0284,113.456,0.268
2anPa0qaFG1Nf0swkpfOQd,0.984,0.473,0.158,2.19e-06,7,-12.9,0.0332,98.008,0.329
5IRWgQiN0c2i4U97iE3OoY,0.212,0.542,0.444,0.0519,4,-11.567,0.0295,171.719,0.827
5l9c6bJmzvftumhz4TMPgk,0.526,0.648,0.309,0.000249,2,-12.432,0.0264,112.929,0.407
2hitsKa8SthKhRJBXUHbIv,0.896,0.593,0.205,5.46e-05,9,-14.601,0.0479,140.279,0.377
6KTv0Z8BmVqM7DPxbGzpVC,0.0551,0.657,0.932,0.0,1,-5.819,0.0992,144.751,0.888
082KyGrUIooHcyyElugozU,0.316,0.474,0.508,0.0,6,-6.845,0.0235,77.31,0.358
4aU82r5G2KTUh3HmPHCbM1,0.00542,0.586,0.664,0.134,10,-9.077,0.0491,108.345,0.181
7BwYSuWTyfcG3vtp1SnP7n,0.00377,0.66,0.778,0.000856,2,-6.163,0.0583,123.205,0.758
5clz8BOBulxx7q2yHxqOCk,0.0802,0.318,0.65,0.132,6,-13.928,0.0375,149.994,0.368
6tUkfUpdIx14aSoKkTxrfa,0.583,0.68,0.462,3.3e-05,10,-9.289,0.0336,106.2,0.415
4z7maGZkAonDlXlwo8q69f,0.0143,0.715,0.689,0.000192,2,-8.065,0.029,111.504,0.852
5hp3yuC1zOyFxUtEhXNWYS,0.677,0.365,0.72,9.58e-06,7,-12.009,0.177,167.064,0.269
6mv76kovZyVB0UHbqUsee0,0.13,0.699,0.641,0.000218,2,-7.564,0.0289,120.745,0.728
5vDImXyLguoCbkYASPf4xQ,0.244,0.76,0.761,0.05,4,-6.816,0.0452,119.627,0.943
6PK17adnGYJ5CGOtHLXRyF,0.0078,0.511,0.745,0.343,4,-6.71,0.0428,95.198,0.951
4YDIm7KU50tf4lXVC4EBzc,0.435,0.781,0.489,0.0131,7,-9.196,0.0337,101.957,0.864
7fLTytvnvxy653VWxflTRf,0.0456,0.449,0.897,0.169,9,-6.993,0.0361,91.067,0.84
3KvQK0HNBjID5vHjlcq6uG,0.0171,0.661,0.784,3e-05,4,-7.056,0.0513,118.751,0.966
6J0AjzrYsPZrQtw6IjErhy,0.0474,0.641,0.612,0.0588,2,-8.307,0.0361,136.413,0.854
05f8Hg3RSfiPSCBQOtxl3i,0.00217,0.271,0.766,0.52,5,-8.03,0.0329,142.914,0.803
7vYA9ET5AUqJt5pBbhKmcB,0.0929,0.513,0.775,0.0,11,-5.137,0.0284,112.194,0.518
7y5mfSJLUmPYmrI5hcCWnT,0.45,0.553,0.284,3.48e-06,0,-15.602,0.0317,136.112,0.374
5RgFlk1fcClZd0Y4SGYhqH,0.797,0.292,0.324,0.000473,3,-11.996,0.0346,176.631,0.384
3D9iV6cYkYJRAPFO6DRKIE,0.877,0.489,0.389,0.32,4,-11.653,0.0284,131.366,0.254
7pKfPomDEeI4TPT6EOYjn9,0.907,0.547,0.257,0.183,0,-12.358,0.0252,75.752,0.169
4dkoqJrP0L8FXftrMZongF,0.361,0.257,0.412,8.68e-05,1,-11.788,0.0287,152.126,0.858
368OHaaG7tnjVqD9hRIXhL,0.375,0.471,0.32,2.12e-05,4,-12.768,0.035,143.086,0.262
1Ifka4pq7ruw9DO15hk9ni,0.478,0.445,0.446,0.0221,1,-9.661,0.025,71.583,0.216
5HQEmiV2lKnSO6qa2fsR7x,0.748,0.401,0.527,0.00305,4,-15.632,0.0615,133.749,0.208
6l8EbYRtQMgKOyc1gcDHF9,0.822,0.149,0.206,0.000649,3,-13.888,0.0323,79.764,0.264
6auBCXbePPUsTJiPHs6hqm,0.944,0.616,0.386,0.333,5,-11.353,0.0294,78.222,0.135
51Y1WwassIhqZYBwwaAjzr,0.327,0.507,0.573,0.000524,10,-7.718,0.0318,125.859,0.491
4CqbJHZ6JtVM3MLh41y7JI,0.0129,0.423,0.834,0.00113,9,-5.498,0.037,113.876,0.606
5Wj1rJnCLpMHdLaxsFtJLs,0.238,0.668,0.678,6.29e-06,0,-8.015,0.0496,132.584,0.778
7iN1s7xHE4ifF5povM6A48,0.631,0.443,0.403,0.0,0,-8.339,0.0322,143.462,0.41
3Pu3IChaAoa5EjgUBv5F6x,0.0821,0.644,0.799,0.00154,4,-10.856,0.0598,108.382,0.889
2TjnCxxQRYn56Ye8gkUKiW,0.946,0.228,0.224,0.000222,7,-12.749,0.0311,60.3,0.18
02BsTeJE4q5gWOTt58ur5U,0.69,0.707,0.346,0.145,11,-12.397,0.0251,85.094,0.49
6zodLniefdaHk6QoreGWkT,0.536,0.632,0.397,0.0421,7,-12.855,0.0265,110.578,0.731
6x8C7SBqQukeaeh9etWdZY,0.717,0.559,0.393,0.0,0,-11.095,0.0237,90.105,0.669
19slC7k8bsPOAKDjHYLU2W,0.61,0.495,0.343,9.45e-05,7,-11.549,0.0355,135.882,0.453
4Anh5Ti55P6SXG3H94QLqV,0.583,0.528,0.472,0.0,7,-10.428,0.0267,134.099,0.251
1RaUxP6LHVAgbmLOn2naLl,0.319,0.388,0.368,2.02e-06,9,-10.984,0.0289,128.527,0.175
0yQ5bLeZvmhPSAK5v5aDk0,0.255,0.421,0.326,0.0142,5,-15.031,0.0339,120.228,0.0911
1H4idkmruFoJBg1DvUv2tY,0.0832,0.479,0.601,0.00142,7,-8.806,0.0318,124.966,0.669
0gaMmmhGi5buPXpquSAfxg,0.415,0.367,0.481,3.66e-05,9,-11.524,0.0393,164.279,0.429
4ZkhFcoS3apzze9w2yI9NO,0.171,0.316,0.27,0.00225,7,-14.429,0.059,78.476,0.0956
1v870eS7JuHSeBNBFsVz3b,0.0237,0.425,0.928,0.00429,7,-6.531,0.0853,120.421,0.464
6g3E81NGZwx7mWBUTKQpX2,0.0214,0.55,0.82,0.0164,6,-12.114,0.0381,166.198,0.962
77Ju3Cky6yTNG2AFshGdZs,0.283,0.596,0.393,0.465,7,-12.021,0.0264,73.127,0.535
6WKoOXecrcYW8RmerNCxFB,0.234,0.505,0.755,0.0,9,-7.952,0.0565,134.948,0.456
4NnBKv54Vdd2BzD54vVNci,0.348,0.359,0.848,0.0219,11,-9.119,0.401,137.213,0.342
7ccI9cStQbQdystvc6TvxD,0.389,0.467,0.486,0.0,10,-6.645,0.0274,95.205,0.184
39sH8Fl415P7O8GRP1Td6Z,0.04,0.252,0.657,1.56e-05,2,-10.102,0.0581,178.01,0.398
5rQKjP9forn7JVuiZBj6eZ,0.0742,0.389,0.549,1.02e-06,10,-10.72,0.0826,164.862,0.69
35ItUJlMtjOQW3SSiTCrrw,0.679,0.622,0.781,0.0,2,-6.756,0.0516,76.709,0.718
5Uzgm4svJMIZq7fNXeDfEr,0.382,0.431,0.439,1.08e-05,3,-12.064,0.0277,82.323,0.293
2GCFcbxm61rSA8gzsDk6NJ,0.138,0.405,0.692,0.00036,9,-8.851,0.0615,128.444,0.604
61UuPxxYUvacEH6SHIK3sU,0.215,0.641,0.927,0.00029,0,-3.532,0.0351,128.606,0.966
4DMKwE2E2iYDKY01C335Uw,0.00316,0.483,0.786,8.86e-05,7,-5.735,0.0319,126.748,0.793
3DnzFhjydj8XXtCAnVKz14,0.132,0.662,0.763,0.0013,0,-7.475,0.0397,126.333,0.699
2hdNya0b6Cc2YJ8IyaQIWp,0.583,0.549,0.651,0.0,0,-7.097,0.0323,122.818,0.368
2ymeOsYijJz09LfKw3yM2x,0.472,0.651,0.668,0.00204,2,-12.413,0.0311,126.99,0.972
2p3KKkfBDsUddb4KwXZO59,0.000327,0.408,0.83,0.58,7,-7.932,0.086,137.778,0.674
5E5HYgxGMp3BPakHGfKfIB,5.05e-05,0.462,0.84,6.47e-05,2,-6.667,0.0346,75.542,0.805
79KUOd1p6yNjh2Jkr9IQHk,0.181,0.603,0.737,0.0146,9,-5.295,0.175,128.064,0.417
6Of2pmhidAo1cveRkhoQOe,0.107,0.712,0.38,0.0,0,-10.102,0.0582,64.705,0.132
4rcHWl68ai6KvpXlc8vbnE,0.0519,0.306,0.722,0.0,0,-5.963,0.034,174.732,0.41
2E2ZVy2fxslpAUgbb4zu84,0.0749,0.791,0.535,1.96e-06,9,-13.261,0.0355,127.488,0.963
4OKf7CcYuw5H2HptkcKxcP,0.155,0.512,0.762,0.0108,0,-7.035,0.0495,118.894,0.553
7F02x6EKYIQV3VcTaTm7oN,0.221,0.588,0.301,0.00236,0,-14.979,0.0294,112.458,0.19
70gbuMqwNBE2Y5rkQJE9By,0.943,0.503,0.265,0.045,2,-15.913,0.0333,78.044,0.522
4Sc5qEOSFI5rfS9IDyu0GO,0.174,0.507,0.837,0.814,2,-10.465,0.0624,107.013,0.318
0SEmf7XdvzCmmEjtpZKIKl,0.887,0.613,0.0609,0.0197,2,-21.297,0.0391,80.988,0.156
5ZKPYfrfPDMnppinW3Rzxp,0.00928,0.295,0.917,0.728,4,-8.008,0.052,173.316,0.622
11DjZQEZ69EXLo77HVj6yW,0.0312,0.702,0.772,0.00837,9,-9.677,0.0277,141.694,0.973
10LRRKPmx8uHcSxLVWK0ct,0.336,0.55,0.514,0.125,11,-12.617,0.0523,136.542,0.724
6io0LJIP9ntX35hTfaxwQG,0.598,0.69,0.5,0.0288,4,-16.145,0.0909,191.539,0.586
2ZqxxxpB7gIhlq1vxJ87Dd,0.796,0.634,0.212,0.0342,7,-16.17,0.0292,106.787,0.255
7fLgQy1p77GNSVqo5b3DDN,0.224,0.493,0.777,0.0,2,-7.981,0.0552,92.93,0.769
