,acousticness,danceability,energy,instrumentalness,key,loudness,speechiness,tempo,valence
30keHmq8WeK3NXGUqMyt6e,0.906,0.441,0.228,0.00276,1,-18.554,0.049,150.024,0.917
5hlFW1Eer3qcjbgf6nMFDb,0.945,0.549,0.225,0.894,9,-20.591,0.0455,86.558,0.572
3Oh3dm9Gow3iYvmzQmqUGB,0.89,0.182,0.448,0.968,8,-11.585,0.0397,159.354,0.0657
1lGrJ1soBJEHX0WazlrxHr,0.943,0.112,0.00559,0.263,5,-36.27,0.0405,77.242,0.0281
2RnMMI8UOOBbOEJPDUARkg,0.923,0.246,0.0406,0.755,5,-33.169,0.048,115.153,0.0868
5xJtZU8vDaB0IfVQslaS5r,0.97,0.326,0.282,0.879,7,-13.367,0.0387,120.999,0.226
5HhBAwOQyOdI9Xgc1ZhTgr,0.949,0.0649,0.00659,0.882,0,-25.055,0.0411,73.59,0.0307
1TIjeFna1FBMbCq4wR7quo,0.925,0.305,0.183,0.899,0,-20.427,0.0612,112.647,0.0725
1B2pXeBEC4JM6aIL9D4R5a,0.892,0.098,0.00359,0.603,4,-44.333,0.0373,89.255,0.0313
2yJVk6jfa2xAEqVb2qDFgn,0.414,0.0745,0.0773,0.884,7,-20.663,0.0449,79.865,0.0383
7aQImSP4A3t6zCe5EaEqa7,0.989,0.21,0.105,0.807,10,-18.475,0.045,74.387,0.0799
5QLWUILy7QXq6ahibpdaxi,0.977,0.159,0.0755,0.629,7,-20.983,0.0507,64.608,0.0605
7kB6MHqPaXpYnpaczJ5tyC,0.987,0.4,0.178,0.701,10,-17.155,0.0449,115.929,0.234
0OAxf3sFrxQ2sKoyQMywMj,0.95,0.353,0.0761,0.46,2,-19.874,0.0338,88.879,0.306
2bahH18wWfRwc073dKyfkT,0.884,0.469,0.328,0.0017,6,-14.381,0.0378,98.321,0.546
0hRwBfNMUqCFmRr8cSdKE5,0.987,0.522,0.162,0.875,7,-24.103,0.0472,82.018,0.368
67duQjdQ1l9Chz9NvfINZ9,0.988,0.299,0.00843,0.0016,0,-30.827,0.041,129.06,0.0381
2sQQTlh4lldjviphtCRWgD,0.988,0.322,0.024,7.92e-05,5,-23.331,0.0609,170.234,0.0954
54pDEBOYmWIr07mB5Vb20A,0.989,0.292,0.0341,0.0038,1,-22.032,0.0582,68.99,0.111
64ta7ZvTJeThz7Ns4LmAHS,0.987,0.438,0.233,0.889,7,-13.794,0.0393,79.73,0.348
37jghZROM1y1alT9v0wAmY,0.974,0.503,0.369,0.901,10,-12.319,0.0396,145.478,0.577
3queR8a90wXS2sLTPC19sa,0.976,0.275,0.0984,0.929,0,-19.984,0.0291,78.44,0.0834
0sI95WHaJvmqEIARwNBHOK,0.96,0.424,0.511,0.925,5,-11.801,0.0357,155.139,0.557
4sjQcWZLh17uBc8r3Br355,0.926,0.305,0.0159,0.133,1,-28.009,0.044,136.455,0.0522
3jvNYQFR4spknG7aLC5eat,0.914,0.289,0.0287,0.279,9,-27.336,0.0406,78.351,0.0624
1RfQw6bhLZv6fgHp9PIlbd,0.821,0.0776,0.0172,0.92,1,-26.487,0.0392,79.864,0.0311
3SrwFMsd1AC8MeucnisVPM,0.918,0.147,0.0723,0.583,5,-22.182,0.0405,92.373,0.0346
7bKFpDaz954hb3Wo3jXixT,0.95,0.233,0.178,0.000127,11,-18.965,0.0786,82.731,0.0703
5QCElYgxmzGTAgJgrfYHt2,0.884,0.167,0.076,0.696,9,-25.418,0.0433,80.146,0.115
5DnG8Wqg20Z6h5GWfpdNkj,0.934,0.327,0.205,0.331,9,-18.298,0.0436,134.388,0.184
384bQsH1CmYAWcCoPj8q0t,0.929,0.248,0.167,0.492,9,-19.711,0.049,103.015,0.09
26JVgihzjynBcfN2thcPKY,0.962,0.448,0.354,0.718,9,-12.457,0.0475,140.726,0.358
1M0gezDpHWA2hJS277dBNm,0.876,0.168,0.257,0.717,7,-14.465,0.0427,83.909,0.085
7iYIjTBTnmsQnN3Jg1fcGP,0.796,0.106,0.058,0.91,4,-22.136,0.0351,82.325,0.0979
5bq9r6VuzQMwFS0dHcI6s9,0.951,0.246,0.136,0.783,0,-22.248,0.041,123.568,0.0747
5kM1beqAoq15B75td5qbTa,0.86,0.3,0.412,0.901,7,-13.952,0.0501,107.554,0.13
0N1nVucqKLpIQVuVZyi8t8,0.98,0.25,0.0879,0.89,9,-21.422,0.0394,88.006,0.0381
5nlEUBup679qpgi10Q1THa,0.844,0.259,0.135,0.615,0,-16.848,0.041,128.793,0.0757
1Lg7Bi6zDEQ6UEH8kfv6t2,0.874,0.131,0.0183,0.119,7,-22.846,0.0345,52.622,0.0761
1ep8TyJICgCbvjmGYO1mQS,0.916,0.101,0.12,0.918,9,-18.278,0.042,83.201,0.0379
2Cjpmh7zLMhVlJfEEfYQVa,0.893,0.198,0.192,0.939,0,-15.086,0.0355,95.367,0.0723
0TPWezoG46Gw2cTLHLNL7H,0.949,0.309,0.161,0.75,9,-18.583,0.0442,99.103,0.136
6uZ581tVHeD4RLA71eiytK,0.914,0.213,0.023,0.292,7,-24.844,0.0379,72.889,0.052
0MnVB9w4HKnHzO6kkbkNGf,0.962,0.313,0.134,0.685,2,-20.835,0.0499,96.687,0.23
6qHZmmx4qx3V9stUJrKOd8,0.922,0.381,0.364,0.856,9,-17.015,0.0463,74.002,0.322
252wJ7a1gTi59YZCDYiKu0,0.901,0.0809,0.0863,0.75,1,-20.368,0.0438,62.945,0.0361
4qtMZrSeZs8zyk4pEeHMsI,0.886,0.205,0.113,0.847,8,-20.302,0.0387,108.642,0.056
57Db7Nd7nMxppg6ZohC06h,0.886,0.063,0.051,0.794,1,-21.704,0.0488,68.386,0.0322
5Iyy6SFKa23deSTyFwNeLI,0.92,0.106,0.0858,0.932,1,-19.021,0.0421,78.116,0.0378
7A5KUIxQdyPI7BhRkdB7XK,0.991,0.169,0.0234,0.451,0,-24.606,0.0495,88.002,0.0395
11liAe3FvMGspJ9x3a1xw4,0.927,0.268,0.42,0.669,5,-12.671,0.0407,119.945,0.103
2JTfIXX6Q6WwEHLLh460bW,0.985,0.326,0.167,0.91,8,-20.346,0.0395,77.901,0.258
7fGzLXnFAvciONTG4cAHwI,0.987,0.228,0.0152,0.926,4,-31.781,0.0352,88.818,0.0386
5JruqgGPc5ImJixUyFRHr7,0.981,0.498,0.18,0.908,7,-20.025,0.0356,86.63,0.363
2IuBF6u9zZu6lrjzs2LbWQ,0.876,0.278,0.282,0.584,7,-19.043,0.043,90.714,0.12
4DH0J5VjUuvPOp7HVnCzbl,0.984,0.401,0.234,0.934,1,-19.04,0.0401,110.422,0.166
4CD6Jf096kKD8F0eHK8yCw,0.964,0.47,0.167,0.878,7,-24.42,0.0451,125.546,0.385
78XjUwMbIVwto7BYc2oYQ2,0.944,0.068,0.027,0.723,4,-28.075,0.0536,58.292,0.0333
6wi7Y9lwa87tRpPUG8j1Ai,0.93,0.176,0.0136,0.891,5,-34.963,0.0503,85.669,0.0374
4pTJocSxzsl9PVyAWhDIHR,0.941,0.466,0.224,0.853,8,-20.621,0.0391,141.877,0.56
41PXlXBrPFHiV25X9fKyWU,0.943,0.133,0.0148,0.753,7,-28.432,0.0427,75.773,0.037
6hry4KoCSS7TtH95cQQx05,0.926,0.535,0.158,0.792,2,-26.031,0.0477,124.348,0.444
57CReZuHtUdtwKIdl4rYus,0.877,0.304,0.0196,0.308,2,-31.453,0.0395,109.049,0.0733
0OfEcKwBWGf6ZzFFtk4fAs,0.979,0.275,0.0264,0.785,1,-33.068,0.0408,179.049,0.0396
3kwDgSavfVKpt6cUlfthxm,0.902,0.323,0.246,0.648,1,-21.309,0.0581,122.92,0.0964
3188RH3sOVBrv5e84XJkT5,0.829,0.217,0.0396,0.202,7,-24.873,0.0399,105.27,0.0387
7ziy9EUNCwYgXQsqxyW7pb,0.852,0.263,0.124,0.866,2,-21.048,0.0405,101.829,0.0627
4acmhWal4CtPOuCnfh5bRi,0.912,0.213,0.0624,0.888,1,-25.545,0.0418,104.382,0.0387
4PRnYCH5hoxypKVcOBvx3a,0.899,0.373,0.13,0.917,0,-23.844,0.0422,105.759,0.0641
5E8ZYBHZd57q7y9tpHI9rx,0.93,0.322,0.172,0.00576,6,-28.123,0.162,89.975,0.663
0DhSNWktO2jk6Qt8S4yRED,0.682,0.392,0.501,0.909,2,-12.513,0.146,152.481,0.113
6T7XibuIJdYbMYJVxebHGl,0.908,0.0818,0.0637,0.952,0,-23.084,0.0418,74.394,0.0585
4tYI4m2ZjspJ9ucnvjmbwq,0.93,0.413,0.13,0.829,2,-23.385,0.0442,93.598,0.376
0Mou59Pn7PQa8eekiFn2No,0.944,0.169,0.0208,0.909,9,-29.338,0.0417,111.335,0.0569
1R2WUaSZoTf3tC7iL6IfOG,0.894,0.453,0.244,0.917,0,-16.648,0.0376,131.855,0.359
5Fu8x7f7yrkh1TyEiUuSaD,0.994,0.211,0.0217,0.893,11,-28.048,0.0515,68.709,0.0492
1tYJKSWtcoplGNurY8QZJ5,0.991,0.157,0.0493,0.918,8,-25.374,0.0445,87.849,0.0529
4O4diuH16Z7hyBwRTBSrac,0.988,0.271,0.132,0.732,5,-20.87,0.0417,84.522,0.0572
4FPSzvqmU91BftY03zG4P7,0.977,0.224,0.0879,0.663,5,-26.3,0.0428,138.738,0.116
6Ou6lPq5ehQOnFIeOoaOhr,0.98,0.0655,0.0366,0.631,1,-28.664,0.057,63.127,0.0363
5bEUOudD2gDKTQECBZSXer,0.979,0.266,0.0988,0.694,0,-22.919,0.0462,92.444,0.102
1FKfYOQ44EOKMnVzJ2eT3n,0.989,0.286,0.0399,0.672,0,-30.227,0.0531,91.016,0.364
2HpWFI8vi2tj600BK5YLlo,0.99,0.173,0.0165,0.887,0,-33.316,0.0448,84.702,0.0662
4mxcoCbTazx77rPglUibsD,0.987,0.289,0.0789,0.702,0,-21.427,0.043,89.428,0.644
5NgWDRmg27tTxwbO0aUysX,0.973,0.177,0.0892,0.538,2,-25.541,0.043,92.415,0.0713
0fAcRQP8DIdkVqMIuUDDoE,0.97,0.442,0.173,0.544,9,-22.206,0.0415,127.681,0.594
3orqqFbYiiD5qUZ7jlwOAP,0.971,0.166,0.0479,0.257,9,-24.498,0.0433,82.172,0.0607
28FvLA0GzWlwx8TSTqds9v,0.959,0.263,0.135,0.903,0,-16.065,0.0364,73.039,0.0393
3U40TtY3Q5zLL5V7iaaQ6g,0.985,0.396,0.11,0.897,3,-17.906,0.0416,133.583,0.334
0If92gFL45TmkqicJRuYR4,0.977,0.467,0.146,0.929,3,-18.077,0.0418,138.345,0.435
4vLSnuqbp1LVjRvqHAwVdh,0.942,0.0908,0.0565,0.0275,4,-21.301,0.0463,73.568,0.0453
5R7dqXguXKvwXnDJ3UHQl8,0.891,0.26,0.0198,0.022,9,-32.329,0.0349,73.366,0.157
4Ksv9vlDsfCHgtJY37a1QT,0.969,0.278,0.468,0.894,4,-18.514,0.0334,152.666,0.547
1Civg1P9dEw142lD89tbRc,0.993,0.386,0.183,0.919,5,-23.806,0.045,85.405,0.304
4ia12bEZiu5Z8yjFLeJJSK,0.759,0.559,0.404,0.965,6,-15.593,0.0328,104.179,0.862
388vDpw7f7vHU5l6ooOnwq,0.981,0.325,0.0914,3.6e-05,1,-22.043,0.0509,126.181,0.373
7yNlEgNRSUOtctoVHa6WNQ,0.983,0.0934,0.00986,0.715,7,-31.524,0.0528,82.938,0.0347
6R4ysuaifAyN00pS6UhrsK,0.978,0.409,0.449,0.746,7,-13.625,0.0416,130.582,0.406
111GwG80mxawLM0L2wHsvd,0.977,0.55,0.0808,0.313,0,-24.286,0.0449,118.077,0.359
2koYKsdVDwDGo9IVoIryza,0.986,0.182,0.00735,0.89,8,-26.035,0.0494,82.172,0.0352
6NRf1rzy1n5UcxmLPiw2M5,0.984,0.139,0.0157,0.525,0,-25.137,0.0474,100.091,0.0365
7dRh8blV63tFxOYbbt7UYl,0.987,0.181,0.073,0.842,7,-19.117,0.0417,87.735,0.0482
2tP7gEUsG37Ebuvr6XdoIf,0.983,0.188,0.0282,0.449,10,-25.494,0.0505,77.135,0.0325
42Sf25fP5pajm4qkemrdDt,0.986,0.29,0.0218,0.929,5,-29.16,0.0417,142.79,0.246
7lMgEbas2GVgY8Tr68NNMF,0.981,0.248,0.0307,0.226,7,-19.742,0.0472,86.549,0.0398
59TVLSaYCbpC2jC2C7N5EB,0.902,0.229,0.236,0.786,2,-18.666,0.0442,126.4,0.0652
3EsM7fZQnANutE1RmtW9MH,0.945,0.137,0.0953,0.872,8,-22.018,0.0394,83.275,0.037
7tmG4CbMPvxEJcCrUV3eQr,0.899,0.274,0.3,0.59,7,-17.497,0.0502,133.334,0.145
5MwP2SMETwyXFII46QYKkG,0.87,0.479,0.41,0.903,3,-16.144,0.0394,99.594,0.642
1b60MMqS3DBvmK6CqS7aR0,0.944,0.336,0.118,0.317,7,-22.431,0.0467,111.295,0.0834
32x9ECJzRNiH8133hsWE9B,0.994,0.228,0.0423,0.904,11,-29.021,0.0346,114.941,0.0557
3vL7B1UqQCJidF4KMTOLQk,0.991,0.306,0.000637,0.961,2,-37.442,0.0428,55.072,0.0611
3H9cPX8Dr1t8bHEsK2aB2R,0.982,0.204,0.126,0.923,3,-27.225,0.0385,161.219,0.0385
4A1VmZQ2rdCS07En1TLDNb,0.984,0.525,0.144,0.89,8,-22.617,0.0349,115.509,0.321
3vmEiQuQTIO8KQGJPN4Fdq,0.992,0.25,0.0557,0.896,0,-25.244,0.0316,153.386,0.0383
5X9N5zvKSesinBT7WgV6m7,0.988,0.511,0.278,0.868,0,-16.419,0.0435,113.162,0.253
2lHl0nU8pFl23uMJu52PY6,0.442,0.298,0.347,0.718,2,-13.106,0.0466,75.937,0.503
6LcPEMsNHOG4P7Q7vgmYay,0.885,0.323,0.278,0.925,2,-18.41,0.0667,75.891,0.377
3nsZSeWePg0VjaOHoHWHNj,0.994,0.394,0.182,0.881,5,-22.486,0.0567,117.461,0.301
3uSgwPCW6P1lCnNqfNO04n,0.979,0.466,0.0017,0.00111,0,-43.416,0.0501,62.442,0.0366
0NOrIzW66Tx4Gd4rVWNrQn,0.961,0.237,0.058,0.161,0,-22.919,0.0497,62.284,0.047
1OFnN9ves7hNFaGatStuqr,0.965,0.14,0.0913,0.901,10,-17.463,0.0371,81.202,0.0337
4oOZca58CWVPj0dBbU9wTd,0.979,0.203,0.165,0.786,3,-18.311,0.044,124.75,0.0433
21gGaElS0WLNUqQj1EVxuT,0.986,0.236,0.127,0.487,7,-19.657,0.0411,80.171,0.0362
2u3dTtFz4GomsYLq0yZG9B,0.979,0.0848,0.319,0.228,10,-15.726,0.0422,71.017,0.0341
2QRZ1UnI43B88wKqu85JPa,0.991,0.102,0.211,0.649,6,-18.787,0.0422,174.396,0.061
1PxTuqvTu2TvHAqnolu0br,0.974,0.162,0.0912,0.706,10,-17.286,0.0345,87.576,0.0348
5TzV9VWNGGzDMAKgb7O9RO,0.885,0.328,0.228,0.576,5,-20.894,0.0479,145.301,0.124
4lMdQk0eEGrQsk0e85104m,0.21,0.152,0.00781,0.11,0,-37.362,0.0425,83.08,0.037
1GDGof0POLTa1PDaUf5Yzi,0.892,0.339,0.344,0.88,0,-17.219,0.0454,151.506,0.222
2ijuWjRLS3bR6lsvLSg922,0.962,0.186,0.0325,0.767,5,-20.444,0.0428,85.177,0.0529
33KHZvNEiH8upU3pVRIYSG,0.901,0.328,0.345,0.293,0,-14.504,0.0389,125.164,0.321
5CvG2YcaAoAasFS0xe06Bg,0.62,0.331,0.559,0.0422,8,-18.631,0.0844,152.799,0.253
4oomOHx8NgPq2flBcGxtxD,0.986,0.33,0.169,0.0096,5,-21.266,0.0438,130.916,0.16
6XckdUVActJ5UOsPSLtjPv,0.954,0.24,0.275,0.164,5,-14.968,0.0398,88.166,0.196
7zBQSnn7xAtV51XriGNhtN,0.934,0.11,0.0378,0.147,5,-24.432,0.0425,60.152,0.0389
7JXYvp0Tne714xHcptmnLn,0.941,0.552,0.464,0.496,4,-12.812,0.0329,134.054,0.575
1W968d8QWP2rBA4lSphRPf,0.871,0.135,0.0534,0.0957,2,-26.977,0.0392,83.529,0.068
15FARvRCDjmd9ReV7maXA1,0.967,0.333,0.131,0.431,7,-19.669,0.0426,97.547,0.104
2PJG9F57k4Myktv6a9e5el,0.941,0.279,0.0864,0.605,5,-20.229,0.041,105.859,0.0689
42NI4XRW57yJ5bPz432rlS,0.974,0.205,0.0264,0.558,9,-27.955,0.0462,81.305,0.127
2BvYhUCehOHJltp8WmnDpy,0.96,0.177,0.0313,0.486,5,-23.422,0.0437,72.949,0.0624
3OHt9bF6GaVZF6mbSHhcrJ,0.992,0.151,0.0261,0.0425,9,-29.943,0.0544,92.317,0.0327
05bOkFqGVM8k6tj8h94YpT,0.989,0.32,0.102,0.101,5,-20.955,0.0379,118.716,0.207
0Pix5jZcIurwwdbJj0KatI,0.951,0.0705,0.0356,0.846,2,-20.553,0.04,76.764,0.034
1CErQafa7CPPZRdEw82PYb,0.983,0.47,0.286,0.913,2,-19.716,0.0399,122.544,0.834
7e7DCj9ailIq2VNhf2UvSv,0.992,0.335,0.183,0.826,2,-24.215,0.057,175.876,0.832
76gDBkKeoSeP1hNGaM6aB1,0.987,0.218,0.309,0.936,1,-19.016,0.0505,154.721,0.272
2hdz0YbARrAoljqCx5FzfZ,0.989,0.513,0.221,0.808,1,-18.465,0.0701,116.154,0.576
5AhaFtnUpzLWFxt5tYuboe,0.988,0.283,0.271,0.543,5,-14.048,0.0346,101.158,0.234
3saXUWfpsWdh32K6f6Y0Nk,0.975,0.173,0.0972,0.00274,10,-22.543,0.0433,169.85,0.0778
7MgednGNbC6gUBNv2jlwbh,0.994,0.27,0.138,0.487,0,-16.773,0.0346,99.768,0.142
0yVq58uQ2Bp2OVADYlLHNk,0.95,0.502,0.22,0.639,0,-10.934,0.0291,129.296,0.224
5O3UGMP9XJLbshKKZHsrGN,0.995,0.524,0.0338,0.921,0,-28.584,0.0577,111.753,0.25
55PERrnYPXHsOljJXcagP1,0.996,0.423,0.00435,0.926,10,-34.298,0.158,65.827,0.39
4Ss5SZth1hlPE6lrD6Uzi8,0.435,0.159,0.391,0.519,3,-9.282,0.036,90.357,0.264
5ZQ31qlgo4S5U1WEjZCz1V,0.962,0.0717,0.115,0.955,4,-22.146,0.038,77.77,0.0392
0PiNYPMkmHxtDS0EZKK35X,0.983,0.27,0.184,0.94,1,-14.681,0.0359,99.428,0.11
5M3a8gLRMBmOoUhTZvCTee,0.987,0.266,0.0295,0.935,3,-22.21,0.0487,72.593,0.0758
17nf2lESWRMvqycjV7tHvU,0.97,0.227,0.0845,0.935,10,-21.662,0.0352,66.182,0.0391
1MIwRUsj23h7cYn6mNiqHw,0.907,0.54,0.322,0.859,0,-15.317,0.0431,164.799,0.786
6r5oewgAw4jjSc8IPmuJma,0.991,0.347,0.0164,0.915,2,-31.23,0.0465,113.92,0.0943
57YVVhWcChlS42r0EmA9aT,0.994,0.345,0.113,0.901,5,-24.203,0.048,68.528,0.321
6rrYVjHeFiK6fP7jwl5XXs,0.992,0.541,0.00718,0.954,10,-21.374,0.0742,68.775,0.127
1ix413JtLVAmF3atR8tuDD,0.952,0.266,0.0424,0.916,7,-29.329,0.0298,133.091,0.0351
0xR0UcZJFtKPHWK32U0tdr,0.995,0.459,0.0239,0.935,6,-29.13,0.0487,69.11,0.21
0sJa6pQKB076W8XlsKf96L,0.979,0.377,0.126,0.938,4,-16.923,0.0327,95.014,0.04
2z4uSVlnwqpUAmw2Z5d69M,0.968,0.396,0.132,0.941,8,-23.225,0.0461,135.64,0.172
5Sd7MuBJN4QUs1UmXWEQ3b,0.986,0.461,0.216,0.961,7,-18.396,0.0522,179.942,0.153
7jSQaXLzpLHjSQTev2krvT,0.978,0.197,0.0364,0.975,5,-27.405,0.0455,82.966,0.0581
2Lo9VCzOHY87Rqr6jWsLHV,0.994,0.522,0.0595,0.919,5,-17.662,0.056,122.324,0.38
1R4jHCzDcxyadZxB0ZCZqg,0.994,0.536,0.0514,0.96,4,-24.21,0.0706,168.276,0.283
3GAJ6ay1glHE39eYKpnSTG,0.956,0.258,0.0289,0.943,9,-27.033,0.0368,89.968,0.0503
0JsVkjqBk2d9xL3PDLTVMZ,0.918,0.456,0.266,0.787,2,-18.085,0.0337,120.023,0.133
79YVnNtfHWLZrbDx5a2p6K,0.992,0.519,0.00605,0.916,1,-28.383,0.122,68.047,0.263
4ICzyQAPM1avbPEta6ywGh,0.988,0.287,0.0176,0.908,7,-26.308,0.047,79.592,0.17
3LOfOVsWx5G1W9lOQWI5bF,0.96,0.218,0.129,0.967,1,-13.596,0.0379,65.191,0.187
2YFfJEWds0Z6TdJWKAOsD1,0.995,0.596,0.0252,0.944,10,-29.353,0.0436,72.003,0.307
4mK90GzJ2h68zKKuQN6QYO,0.993,0.383,0.00618,0.882,10,-29.005,0.0388,77.279,0.137
5rTJMYYyCrsrHPoLerUOb2,0.38,0.542,0.0452,0.881,2,-25.464,0.0307,114.055,0.0391
6k0PPC5BDLBvkBcikB3BBv,0.995,0.499,0.051,0.916,2,-32.684,0.0509,73.782,0.56
05h5iDzhjxtnxkM5uiHU2G,0.996,0.375,0.0559,0.871,11,-29.544,0.0558,126.75,0.334
4YZEdG1rB8FkbXl6Tb463M,0.991,0.382,0.106,0.918,11,-21.122,0.0396,111.536,0.14
4wEL6ZCwfaYdmeKR14MJVa,0.72,0.227,0.189,0.678,6,-17.856,0.0532,122.446,0.144
0RQYrcssIO3pYKuZZs7BFn,0.994,0.334,0.0525,0.903,1,-21.784,0.0443,71.054,0.0592
4xEcTsoi2Rbg1m8URXReuv,0.321,0.562,0.225,0.875,7,-16.577,0.0313,120.001,0.178
4zlIiGyTVYil12mfNyYWBw,0.995,0.5,0.0728,0.927,8,-26.182,0.0474,109.145,0.319
2SuqZnAXYpfIAls0Lznoet,0.878,0.232,0.149,0.883,2,-20.55,0.0361,126.465,0.0399
08mX9ZVB3rox9ea8KcTbWV,0.995,0.509,0.124,0.945,5,-24.04,0.0455,106.29,0.173
540Gpgt7KznLVQNDRukVy3,0.994,0.313,0.013,0.878,10,-29.848,0.0387,66.997,0.2
2dszKWEReomruOjB5tmpTG,0.988,0.441,0.0259,0.932,0,-27.734,0.032,84.02,0.0397
4gFnOcArAjAx0wqadjtzsq,0.961,0.584,0.239,0.91,7,-23.295,0.0424,140.004,0.147
7BEftJPW7xggHp8b4QHTCU,0.995,0.471,0.0104,0.949,9,-20.983,0.0552,72.823,0.129
1UeEULIBhrFzy8WhI3FrMF,0.986,0.0996,0.0116,0.938,2,-35.154,0.0437,88.778,0.0654
0BpfXJ2D0KmjvEwq12QBod,0.992,0.408,0.0153,0.949,9,-26.57,0.0621,60.256,0.0389
1dWxSS2a93X4XVfs1mSYkB,0.991,0.448,0.111,0.898,10,-20.606,0.0353,74.76,0.0755
43CR9lTJTcAG7VjVOfKwTJ,0.994,0.377,0.0167,0.956,5,-22.529,0.0647,77.071,0.159
5oomWODscI1M5heaRLKUKF,0.99,0.281,0.0142,0.946,6,-30.433,0.0377,80.568,0.163
6nAhScs7uB1XvH9sxipzVo,0.971,0.252,0.223,0.931,1,-18.952,0.0402,160.658,0.194
3mjmT3PtF3CF5ZdigyFnze,0.856,0.358,0.184,0.0433,4,-16.373,0.0558,102.994,0.212
0b8xDHSjjSRbgrczFkGV5a,0.984,0.368,0.0578,0.933,11,-19.705,0.0505,88.799,0.321
3ooQAs6uKZsE0bfb2dVSZS,0.992,0.57,0.0312,0.959,9,-23.61,0.096,81.039,0.24
5xuvtjk7Fhe7VdoRRJas0d,0.94,0.264,0.16,0.84,7,-16.617,0.0386,96.702,0.12
3jUTFbimuRWC1pnikGG3YP,0.988,0.289,0.0756,0.939,11,-22.215,0.0436,173.133,0.192
3mpurUWk1fWaKbHIi07DJQ,0.996,0.433,0.005,0.968,3,-31.031,0.124,74.32,0.126
6kpKmT1SV2rLTObOM9IAMX,0.992,0.391,0.00102,0.883,7,-28.173,0.0441,67.847,0.1
6mtxmDQnsVdBMjz3dpINAD,0.996,0.366,0.0851,0.926,7,-21.981,0.0505,86.452,0.25
3HxKH8WVVUZ7pt1jW9AP1Y,0.957,0.332,0.0561,0.867,5,-24.322,0.0347,106.313,0.0689
6qCvUF6vBfOPOt8PMIFiMR,0.99,0.194,0.119,0.89,0,-17.45,0.0319,146.178,0.273
3YMbWCwU0llnTTg2Y5u4Bh,0.892,0.0902,0.0536,0.665,0,-26.494,0.0405,84.636,0.0394
6YjSTqh8J3esUA9YgsY20T,0.828,0.507,0.246,0.903,4,-19.42,0.0315,123.965,0.139
54pUDagVyxwwMntMgkG7k0,0.987,0.231,0.0909,0.967,1,-19.24,0.0339,97.401,0.202
2xRNRqLPgrPnTJqbcvt83O,0.988,0.448,0.0559,0.928,10,-25.149,0.0494,112.963,0.195
2QxF5sGYyes4XlpB0rKmGX,0.995,0.345,0.0401,0.93,8,-30.173,0.0494,119.109,0.149
3dIuP1WixxbVfmoyTIN64I,0.986,0.173,0.113,0.956,0,-26.443,0.0364,77.732,0.159
25JHZGTa2xIJ1ZfyugioC1,0.95,0.324,0.0827,0.879,9,-20.23,0.0359,147.524,0.0634
0vElx2WWMM0QnuzbXf3LIZ,0.963,0.289,0.0583,0.924,0,-26.261,0.0359,105.724,0.0373
7h9ImG6AWgasuaKnGlV8q6,0.964,0.283,0.224,0.892,9,-18.607,0.0295,109.311,0.124
4fvBnsoiYXdALYHb7BTT0m,0.995,0.451,0.0135,0.891,7,-30.623,0.0596,127.249,0.121
0Kij7OvdPQ5SNrnQDhwgHy,0.98,0.254,0.0514,0.876,5,-19.141,0.0405,109.303,0.0849
0rCo2TL6sZDjXdwwvfZPen,0.961,0.162,0.124,0.602,2,-12.6,0.0431,132.077,0.0686
77TTSoHzeLtSJ4XsQAlzKr,0.98,0.518,0.0326,0.947,5,-21.337,0.0615,135.045,0.0572
2Jif5tuIXjhgcOalY6YzBO,0.958,0.432,0.104,0.936,9,-18.817,0.0475,96.936,0.192
3NHQ4EOv4RQiwePkrj3F6Y,0.786,0.108,0.314,0.572,2,-11.719,0.0421,78.597,0.0387
2UzogxNDGokmOZDKTUeRcB,0.992,0.189,0.000879,0.823,0,-37.281,0.0424,60.544,0.0519
3eGjWXdNJGVxB4bDr0TxBi,0.882,0.223,0.181,0.262,7,-15.087,0.0431,105.181,0.179
3OKlIPoxq8zKbsJLZZUMtb,0.981,0.168,0.019,0.857,3,-23.112,0.0413,70.753,0.0622
6Ss9AQdSWE0P11PcqGDvY5,0.903,0.158,0.11,0.859,0,-19.067,0.0411,131.474,0.0383
32VFYf0XJeiO2ZdNCt0zfJ,0.986,0.197,0.039,0.849,2,-25.12,0.0407,88.037,0.0847
06nJeuILQiMu5a5pFJvr8f,0.995,0.464,0.0644,0.946,0,-24.211,0.063,44.335,0.23
3KNjXBtW1KE2e2T6X2SeeE,0.995,0.137,0.00965,0.917,3,-34.079,0.0487,176.173,0.0895
4DsHSofvRtdQ4dFMgFxfzy,0.971,0.31,0.00962,0.925,11,-25.025,0.0407,65.697,0.327
4y8HLWtf7IbysP0c1wD2LA,0.985,0.569,0.378,0.949,11,-16.633,0.0293,115.03,0.313
1lwbSEC1y5nBMfkVqftSft,0.988,0.172,0.0721,0.941,7,-20.292,0.0352,83.457,0.0725
0ku3wQoVKFHRvrrWYYIwPU,0.996,0.483,0.00912,0.849,1,-28.396,0.0633,75.114,0.196
194Tji6TpfhEwWbS0U8fMn,0.972,0.102,0.0094,0.664,3,-27.007,0.0399,79.107,0.0374
17Avg1jSSasTET7Frh8MsO,0.988,0.31,0.0237,0.939,10,-28.909,0.0599,69.491,0.0624
