,acousticness,danceability,energy,instrumentalness,key,loudness,speechiness,tempo,valence
5HrxlXl6yE5PWxFkNyUOz7,0.00545,0.677,0.769,0.0252,7,-10.142,0.0535,117.731,0.891
3afeZ81GDy59tATovKyH6Z,0.737,0.578,0.438,0.00877,2,-11.483,0.0696,89.083,0.79
6iQepM9EBlKgnDHqPnbueK,0.755,0.669,0.391,2.23e-05,1,-12.679,0.0665,95.996,0.608
2seiXMXgpha6Kjg0T6YuRX,0.0133,0.583,0.812,0.848,0,-7.286,0.0792,94.094,0.512
32PVVpco7WTGvqaKJi2QdD,0.175,0.584,0.404,0.901,0,-11.367,0.0672,84.098,0.18
1L8YkVCFX7vHTYv0nIsmQ2,0.102,0.588,0.753,0.00196,4,-10.442,0.108,169.94,0.531
1tg0ZzivioAR0PRjyTq4wN,0.141,0.387,0.726,0.916,1,-10.4,0.0513,109.381,0.526
1JPZRGDy5biMQD0ORV58qC,0.0221,0.575,0.849,0.84,2,-8.191,0.15,122.217,0.515
3Bmqi0y3ZYl5ClujcubzFh,0.424,0.651,0.435,0.811,5,-13.48,0.0515,112.973,0.509
1tSzm6vk58gS0NZwYS18W0,0.939,0.388,0.276,0.915,5,-17.168,0.0374,92.415,0.191
6fboJG2URR8NWKl7N1UcA0,0.111,0.693,0.352,0.0459,8,-9.45,0.295,148.835,0.665
0tUq1zaYNoV6ZiYRU2bjqf,0.742,0.429,0.304,0.000674,8,-12.261,0.0436,75.075,0.361
0Wz6DLq8NBoi1viEqrdH9B,0.927,0.468,0.173,0.000692,5,-15.908,0.0413,137.615,0.511
1wHKgpL6wb7V922tOJCIl3,0.684,0.402,0.206,0.00135,5,-19.784,0.0465,168.31,0.427
6R1ANF6aEIqwFHoQuHll2m,0.907,0.537,0.139,0.188,0,-19.863,0.0375,111.188,0.328
0hd4BD21ZXG7iIEM7NnQiQ,0.914,0.5,0.1,0.0511,2,-18.061,0.0428,126.389,0.519
1tckg6GRaTodmxnDd4Cxkl,0.39,0.485,0.551,0.0,0,-11.115,0.0283,116.162,0.452
